Brand,Product_Name,Electrical_Category,Specification,Application,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Subcategory,Grade,Quality_Price_Band,Estimated_Quantity,Estimated_Total_Cost,Finishing_Category
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,140,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,560.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1805,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9025.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1707,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8535.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2713,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16278.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2976,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17856.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2193,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10965.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1700,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8500.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1898,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9490.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2642,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15852.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1728,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8640.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1914,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9570.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2917,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17502.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1611,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8055.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1838,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9190.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2973,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17838.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3089,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18534.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2085,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10425.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2814,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16884.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2690,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16140.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2963,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17778.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1687,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8435.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1617,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8085.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2884,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17304.0,Electrical
El Sewedy Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,147,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,588.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2668,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16008.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1778,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8890.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3003,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18018.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2076,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10380.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2685,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16110.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2879,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17274.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2869,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17214.0,Electrical
